q_id,contents,category
1794,"問: 子曰 “誨女知之乎, 知之爲知之, 不知爲不知, 是知也”, 六箇知字, 果有同異之可言歟? 知之爲知之固可矣, 而不知爲不知亦可爲知歟? 又曰 “於其所不知盖厥如也”, 《中庸》曰 “弗問問之, 弗知弗措也”, 旣曰闕如, 又曰弗措者, 何歟?",疑
1795,"讀得一尺, 不如行得一寸.",賦
1796,"文王之德似堯舜, 禹之德似湯武, 押似.",詩
1797,"問: 《論語》子曰 “知者樂水, 仁者樂山, 知者動, 仁者靜”, 而〈繫辭〉第五章註, 以仁陽知陰釋仁知, 與上章知屬于天仁屬于地不同, 則曰 彼以淸濁言, 此以動靜言. 盖言山水則知爲動仁爲靜, 言陰陽則知爲靜仁爲動, 言天地則不曰動靜而曰淸濁者, 其論仁知一也, 而若是不同, 何歟?",疑
1798,__二首,義
1799,來讀晦_新著書,賦
1800,"冬夜讀書, 題紅燭悔從長夜飮, 押夜.",詩
1801,"問: 孟子曰 “尊德樂義則可以__”, 又曰 “窮不失義, 達不離道”, 前後之訓, 皆專就出處說歟? 上言德與義而不言道, 下言義與道而不言德, 何歟? 且尊德與樂義對看, 則一爲統說, 而一爲用處說歟? 窮與達對看, 則何者守底意, 而何者用底意歟? 願其說.",疑
1802,紹聞衣德言,義
1803,立義以爲土地,賦
1804,"朱干玉戚, 冕而舞大武, 押武.",詩
1805,"問: 《中庸》曰 “成己仁也, 成物知也”, 此則先仁而後知也; 子貢曰 “學不厭知也, 敎不倦仁也”, 此則先知而後仁也, 其義之不同, 何歟? 學所以成己, 敎所以成物, 學與成己同也, 敎與成物一也. 子思謂仁而子貢謂知, 子思謂知而子貢謂仁者, 亦何歟?",疑
1806,庸庸祗祗威威,義
1807,入學鼓_,賦
1808,"其在人也, 如竹箭之有筠, 如松百之有心, 押人.",詩
1809,"問: 《論語》 子曰 “吾自衛反魯然後樂正, 雅頌各得其所”, 詩三百篇無非樂歌, 則獨擧雅頌, 而不及國風者, 何歟? 且樂以詩爲本, 詩得其所而後樂得其正, 而聖訓之先樂而後詩者, 何歟?",疑
1810,"律居陰而治陽, 歷居陽而治陰.",賦
1811,"拾遺補藝, 成一家之言, 厥協《六經》異傳, 整齊百家雜語, 押言.",詩
1812,"問: 《中庸》曰 “君子之道, 費而隱”, 所謂費隱一物歟? 二物歟? 或曰 “費是形而下者, 隱是形而上者”, 費果形而下之氣而隱果形而上之理歟? 若以費隱分屬於理氣, 則朱子之以費隱分屬體用, 何歟? 豈理本有體無用, 以費之氣爲用;氣本有用無體, 以隱之理爲體歟? 抑理氣各自有體用, 而獨於費隱之理氣, 理無用而以氣爲用;氣無體而以理爲體歟?",疑
1813,"仁近於樂, 義近於禮.",義
1814,"司徒之職, 典樂之官所由設",賦
1815,"詩者人心之感物, 而形於言之餘, 押詩.",詩
1816,"問: 《中庸》曰 “忠恕違道不遠, 施諸已而不願, 亦勿施於人”, 《論語》曰 “曾子曰 夫子之道忠恕而已矣”, 或兼言忠恕之事, 或竝稱忠恕二字, 而不言忠恕之事, 何歟? 又《論語》 “子貢問曰 有一言而可以終身行之者乎, 子曰 其恕乎”, 只言恕不言忠, 義可言歟?",疑
1817,闔而勿遂,義
1818,口授弟子,賦
1819,"論本事而作傳, 明夫子不以空言說經, 押經.",詩
1820,"問: 《論語》曰 “知者不惑, 仁者不憂, 勇者不懼”, 《中庸》曰 “好學近乎知, 力行近乎仁, 知_近乎勇”, 三者天下之達德, 而夫子之訓互見於二傳者, 其義同歟? 異歟? 亦有工夫次序之可言歟? 知必居先而勇必居後, 則知字工夫, 有重於仁勇, 而勇字工夫, 有輕於知仁歟?",疑
1821,八書從禹貢周官來,賦
1822,"孟堅之文整, 殆有儒將之風, 押將.",詩
1823,"問: 《中庸》首章章句, “人物之生, 因各得其所賦之理, 以爲健順五常之德, 所謂性也”, 《朱子語類》曰 “健陽也 順陰也”, 仁義禮智四者, 知而言之, 仁禮屬陽, 義智屬陰 而〈樂記〉 “樂也者, 動於內;禮也者, 動於外”, 註以禮屬陰, 二書不同之義, 可得詳言歟?",疑
1824,"民以君爲心, 君以民爲體.",義
1825,春者天之和,賦
1826,"極言壽考福祿, 以廣王心.",詩
1827,"中天而興, 猶夏之將至, 日之向中, 押中.",疑
1828,"問: 《中庸》曰 “自誠明謂之性;自明誠謂之敎”, 兩箇自字之義, 可得詳言歟? 或先言誠而後言明, 或先言明而後言誠, 其或先或後之義, 亦可詳言歟?",義
1829,導弱水,賦
1830,以德不以形,詩
1831,"_於詩, 書於春秋, 雜出於傳記百家之書, 押書.",疑
1832,"問: 《大學》曰 “修身爲本”, 《中庸》曰 “誠身有道”, 《孟子》曰 “守身爲大”. 所以修所以誠所以守者, 抑有所主之異同歟? 曰本曰道曰大者, 亦有異同之可言歟?",義
1833,"凡此厥初, 無有不善, _然四端, 隨感而見",賦
1834,"問 : 子曰 : 性相近也, 習相遠也. 又曰 : 唯上知與下愚, 不移. 聖人之訓. 前後不同, 何歟? 願聞其說.",疑
1835,子房有儒者氣像,論
1836,"文王陟降, 在帝左右",賦
1837,"擬虞朝群后等謝於巡守之日, _時正日, 同律度量衡, 修五禮, 如五器",表
1838,"虞朝群后等謝於巡守之日, _時正日, 同律度量衡, 修五禮, 如五器",表
1839,古之聖人,策
1840,"問 : 大學正心章四有所, 先儒以爲心在之病. 視不見, 聽不聞, 食不知味, 先儒以爲心不在之病. 在亦病, 不在亦病, 則如何用工, 方謂心得其正歟?",疑
1841,古今文尙書,論
1842,大臣講官事君之禮不同,賦
1843,"擬宋司馬光請改詔語, _諸朝堂",表
1844,"宋司馬光請改詔語, _諸朝堂",表
1845,"於乎不顯, 文王之德之純",賦
1846,"擬宋朝群臣賀韓琦垂紳正笏, 不動聲氣而措天下於泰山之安",表
1847,"宋群臣賀韓琦垂紳正笏, 不動聲色而措天下於泰山之安",表
1848,"問 : 有動則有靜, 而後始動也, 故治道不能無動靜. 二者有先後本末之序, 而固不可違時而易行歟? 天體至靜而循環不已, 日行常疾而形色不變者, 何歟? 堯舜之治, 不過曰安安也, 安汝止也. 文武之政, 亦惟曰緝熙也, 無競也. 未知當時之所尙者, 動歟靜歟? 一怒而安天下則動也, 垂衣而治天下則靜也. 其動其靜, 果有二致歟? 元封之動, 不及於孝文之玄_, 熙寧之動, 不及於仁宗之穆淵, 則靜固賢於動矣. 周室委靡之弊, 由於文敎, 宋朝削弱之歎, 歸之風氣, 則動有勝於靜, 時而然輿? 泰山不見其動, 而功利及人, 虛雲不見其跡, 而德化永世, 亦有動靜之可言歟? 靜多吉而動多凶者, 易也, 用靜吉而用作凶者, 範也. 其動其靜, 一吉一凶, 若是判然者, 何歟? _潤振作, 近於動而萬物成焉, 休養生息, 主於靜而百姓懷焉. 然則動靜不可以偏廢歟? 干戚之舞, 未解平城之圍, 彈琴之聲, _保徐城之危, 則以動而制動歟? 大抵太極有陰陽, 故盈天地之間, 百千萬物事, 無不有動有靜者, 道也. 是道也, 出於千而具於人, 大而無外, 小而無內, 動亦靜, 靜亦動也. 顧今慈聖垂簾, 聖人當寧治法政謨, 動合三代仁聲, 令聞普洽八_, 含生喙息之倫, 莫不翹首以俟, 而朝象潰裂, 姑無底定之望, 邪說橫流, 未有廓淸之效, 紀綱有日頹之漸, 惠澤乏對揚之美. 其動其靜, 或失其宜者, 必有草野尙論之說矣. 何以則靜而有常而無咎, 皇極不頗人情, 大順措國勢於盤泰之安歟? 諸子諸生, 必有講磨于中, 願聞其說.",策
1849,璿璣玉衡,銘
1850,"周群臣賀, _年多黍多_, 爲酒爲醴, 以洽百禮, 降福孔皆",表
1851,齊政閣,銘
1852,唐堯群臣賀帝德廣運,表
1853,周群臣賀召公恭奉幣用供王能祈天永命,表
1854,二帝三王之道本於心,賦
1855,"周賢者謝皎皎白駒, 以表其潔白之意",表
1856,"周群臣賀 日就月將, 學有緝__于光明, 佛時仔肩, 示我顯德行",表
1857,"衆維魚矣, 實有豊年",賦
1858,凡爲天下國家有九經,賦
1859,於樂__,賦
1860,"周群臣賀總干山立, 武王之事, 武亂皆坐, 周召之治",表
1861,周群臣賀無逸末章言有盡而意無窮,表
1862,周朝列國民人等謝五年一巡狩命太師陳詩以觀民風,表
1863,_園遺稿,策
1864,"光天之下, 至于海陽蒼生, 萬邦黎獻, 共惟帝臣",賦
1865,"濟濟多士, 秉文之德",頌
1866,"用之鄕人, 用之邦國, 以化天下",賦
1867,周與燕者謝朝曰君臣燕曰賓客,表
1868,宋朝知貢擧呂公著請勿用詩賦取士以詔策諮訪治道,表
1869,"漢董仲舒請正心以正朝廷, 正朝廷以正百官, 正百官以正萬民, 正萬民以正四方",表
1870,宋群臣賀平章事李沆日進四方水旱盜賊之奏,表
1871,周群臣賀以文王詩爲天子諸侯會朝之樂,表
1872,"周道如砥, 其直如矢, 君子所履, 小人所視",賦
1873,"擬宋群臣賀左右史有起居注, 執政有時政記, 臺諫有日曆, 自聖宋始",表
1874,虞百姓謝使契爲司徒數敬敷五敎在寬,表
1875,周周公請先知稼穡之艱難,表
1876,金馬門,銘
1877,善養吾浩然之氣,賦
1878,擬唐_臣賀張九齡獻千秋金鑑錄,表
1879,"夏朝群臣賀會諸侯於塗山, 執玉帛者萬國",表
1880,商群臣賀傳說版築讀書,表
1881,忠信以爲甲_,賦
1882,周群臣賀文武之道一弛一張,表
1883,立賢無方,論
1884,遣使告曰 : 天子自將待邊,賦
1885,"擬商朝群臣賀長發詩, 先言湯降不遲, 後言降于卿士, 以明天命所以集, 王業所以成.",表
1886,"孟子曰 : 權然後知輕重, 度然後知長短, 物皆然, 心爲甚. 物則有輕重長短, 固可以權度而度之, 心無輕重, 則何以權之; 心無長短, 則何以度之? 願聞精義.",疑
1887,朱子張子井田說,論
1888,不顯亦世,賦
1889,"擬周朝郡臣賀於_來之日, _圖卜",表
1890,淸廟之瑟 一倡而三歎,賦
1891,"擬黃帝郡臣賀垂衣裳而天下治, 蓋取諸乾坤",表
1892,_雍天子之學。所以興禮樂宣德化。敎導天下之人。使爲士君子者也。詩曰于彼西雍。朱子以爲天子_雍。水旋邱如璧。以節觀者。諸侯泮宮。東西門以南通水。北無也。旋邱半水之制。可得詳言歟。又曰於樂_雍。_氏言文王有_雍之樂。遂以_雍爲學名。然則樂以學而得名歟。學以樂而得名歟。鄭氏註云_明也。雍和也。盖言明之以法。和之以道。白虎通云_積也。雍壅也。是謂積其道德。壅其殘賊。二說未知孰是歟。左制中_。見於何說。右學東膠。昉於何代歟。明堂太學。淸廟太廟。異名而同事者。其言何據。有虞夏后殷人周人。養老於庠序者。其義奚取歟。太牢祀聖。宜興禮樂。則學校之設。何久因循。_爲得磬。無與儒化。則劉向之說。或近傅會歟。三月九日。躬行鄕射。三老五更。迎以安車。令節之必取此日。果是何義。或言東京太學。與_雍相去甚遠。然則漢世_雍。不爲養士之所。而明帝之幸。止爲老更之迎歟。德宗非至治之君。而歸崇敬引璧池璧沼之制。立省而敎士。雖其設施終歸於文具。而課經考貢之法。可以指陳歟。嘉祐之際。號稱多士。而王拱辰之言。不過增置制度而止。以歐陽之自任斯文。胡瑗之敎法最精。猶未興三代之古學者何歟。大經小經。固爲聖賢之遺書。而戰國策，說文，籌學，周_，綴術之兼習國學者。其說果非雜書。而無精力之恐分歟。四聖十哲。果是傳授之大賢。而高堂生，鄭玄，王賈，戴馬之幷侑聖廟者。其人皆爲醇儒而無瑕疵之可言歟。置博士三百六十員。皆非冗官。廣學舍一千八百楹。亦倣何制歟。讚典禮。傳習雅言。整法駕。討論大義。或雜出於歌頌。或散見於傳記。亦可考證而明言之歟。大抵_雍之與泮宮。其制雖殊。其義一也。自天子諸侯之元子。以至卿大夫元士之適子。國之俊秀。皆造焉。春秋敎以禮樂。冬夏敎以詩書。中年謂之考校。三年謂之大比。化民易俗。近者悅。遠者懷。此學校之所以爲養士根本者也。士固有美材。而養而成之存乎上。上有以養之。下又能自養而重其身。夫士重則道重。道重則國以之重。古昔聖王之治天下。必以興_雍敎多士爲先務者此也。洪惟國朝定都之初。鑿開泮水。復古美制。燕飮大射。又倣中朝之禮。觀於太學之成典。學校之事目。扶道敎士。於斯爲盛。逮我聖上。右文爲治。崇儒重道。卽位之後。再謁先聖。尊禮山林之士。玉帛交馳。菁莪造士之美。庶幾親見於吾身。而夫何近年以來。士風不古。習俗日_。修六禮齊八政。尙矣無論。以言乎居業。則絃誦不聞而荒嬉是事。以言乎應擧。則得失爲重而奔競轉甚。端坐讀書者。視以爲拙計。_躬砥行者。斥之爲迂儒。四百年培養之風。蕩然無復振之望。以至向日科_之變怪。又出於淸流四_宮牆密邇之地。可勝歎哉。今之爲矯救之論者。其說不一。或曰極擇師儒之任。以問學行義爲學子所尊敬者爲之。明四學之制。復三講之_。又能以誠心相與講_不惰。則所以敎且養者。雖不如三代之盛。亦必有實效之可言。或曰用生進定員額居齋。非古也。上賢而簡不肖。復升選升俊之法。用移郊移遂之罰。學_亦可丕變。或曰選擧之法。久而生弊。周官三物之敎。雖未可遽議。漢之茂才孝廉。唐宋之制科。折衷而參用之。罷詩賦而取經義。先士行而後文藝。復古之制。雖有未足。用今之法。亦自有餘。未知是說果皆何如。而此外亦有可以振文敎而變士習。使古_雍遺制。煥然有改觀者耶。諸生必有素講于中者。毋徒致美于文詞。亦勿以得失爲心。其於說_也。尤悉陳以實。,策
1893,周諸侯等謝鐘鼓旣設一朝饗之,表
1894,"周群臣賀文王之世風化所及民俗之詩, 被之管絃以爲房中之樂",表
1895,仁政閣,銘
1896,德之爲言甚大,
1897,周王壽考遐不作人,賦
1898,子陵不仕光武,論
1899,"天降時雨, 山川出雲",賦
1900,"擬周朝郡臣賀考卜維王, 宅是鎬京",表
1901,"洪範九, 五福二曰富. 富者, 生民之厚祿而人情之同欲也.",策
1902,分天下爲三十六郡,論
1903,"東人事情, 不勝天下公論",賦
1904,"擬宋蘇頌謝從其言, 卽詔經筵官遇不講日, 進漢唐故事十條",表
1905,士貴自知,策
1906,"讀大學, 作間架, 以他書塡補去",賦
1907,"商傅說謝諭以若金, 用汝作礪, 若濟巨川, 用汝作舟楫, 若歲大旱, 用汝作霖雨",表
1908,有國斯有六官。天下之事有萬。而以六爲準者。抑有其說歟。兩儀包括。萬物取象。此已足矣。_工配屬四時分職。又何意歟。天子有六軍。是數偶相符歟。夏書曰六府。抑義有相襲歟。少昊五鳩。何爲有_於六。虞庭_龍。何爲不止於六也。命以天官。抑爲羲和授時之責。稱曰地官。將爲章亥步極之類歟。禮有收斂之意。而胡配於發生之春。兵是殺伐之用。而奚取於長養之夏。至於刑之屬秋。工之屬冬。各有可據之義。而亦可明言其指歟。惟玆六官。實昉元聖。而在王制則有曰三卿。在曲禮則有曰五官。又何出入之有時。致此多寡之不_歟。謂兼官而伎不長。則在古未有兼官。而居一官而盡其事者。其才亦甚一官歟。前漢則置五曹。後漢則爲六。沿革之異可攷。而西晉則建六曹。東晉則爲五。號名之殊可言歟。銓衡度支命名。出於何意。士師秩宗制官。何所取義歟。運思_器。爲能盡虞衡之責。而軒姬申令。可謂合司馬之事歟。外此百隷。俱屬六典。而或曰人官。或曰物官。人物之官。其責何居。或曰服官。或曰馭官。服馭之官。其說可聞歟。稗是秕雜之類。而周置稗官。奚爲_養之賤。而唐有奚官。以是名之得無褻歟。耳目爪牙。亦謂之官。此固近取之意。而金木水火皆稱曰官。可以歷指其名歟。大德不官。戴說有徵。中興幷官。漢治可論歟。大抵六官之於有國。將以翊王體而立民極也。六典修而百工允釐則治。六典壞而庶績不凝則亂。其有關於國家興贊之數者如是矣。洪惟我朝。聖繼神承。制作極備。經濟六典。實倣百官庶司。各有攸屬。官惟有屬。職皆有掌。統紀不紊。管攝甚明。是宜政務咸擧。治道無闕。夫何近日以來。如網解組。如陵就夷。凡百有司。莫能事事。銓選之地。關節公行。而名器日淆。經用之府。出入無制。而蓄積日_。禮爲虛文。等威不嚴。兵擁虛簿。緩急無恃。奸獄寃滯。舞文之習滋。量衡巧僞。欺訴之風成。百弊皆作。六職不修。將至於國不爲國。收拾不來。是果官制失宜。不能審治而然歟。抑以制久生弊。失於變通而然歟。或云考課之法不明。吏多玩_。必大明黜陟而後。衆務可修。或云遞易之期太數。人無固志。必久任責成而後。__可_。甲乙之論。何者爲得歟。如欲返設官之古。而祛_官之憂。則其道何由。諸生皆將學古入官。必有平日講究之者。其各悉著于篇。,策
1909,仁政殿,銘
1910,於乎不顯文王之德之純,賦
1911,周群臣賀不顯維德百_其刑之,表
1912,周召虎請失其文德洽此四國,表
1913,"闢四門, 明四目, 達四聰",賦
1914,臣哉隣哉,賦
1915,石渠門,銘
1916,群臣賀鎬京_雍自西自東自南自北,表
1917,周群臣賀日就月將學有緝熙于光明,表
1918,周群臣賀文王之待多士以爲安猶_田自養植林自庇,表
1919,周群臣賀旣醉詩如華封人祝堯以願聖人壽願聖人多男子,表
1920,崇政殿,銘
1921,周使臣謝作勞使臣之詩代言其將母來_之情,表
1922,周群臣賀斯干無羊詩願乎上者子孫昌盛願乎下者歲熟民滋,表
1923,"濟濟多士, 克廣德心",賦
1924,平在朔易,賦
1925,虞群臣賀帝庸作歌而責難於臣皐陶_歌而責難於君,表
1926,周群臣賀三后在天王配于京,表
1927,允文文王克開厥後,銘
1928,欽明文思安安,賦
1929,擬周群臣賀虞_來訟入境之日見耕者讓畔行者讓路退以所爭之田爲間田,表
1930,唐堯群臣賀重華協于帝,表
1931,蕩之盤,銘
1932,"周道如砥, 其直如矢",賦
1933,湯之盤,銘
1934,"作之屛之, 其_其_",賦
1935,"濟濟多士, 文王以寧",賦
1936,"允文文王, 克開厥後",賦
1937,"宋蘇軾請如先王之爲天下, 使天下欣欣然常有無窮之心",表
1938,"懸鐘鼓磬鐸_, 以待四方之士",賦
1939,蕭何追韓信,論
1940,天保答鹿鳴以下五詩,賦
1941,"擬周燕饗賓客等 謝諭以人之好我, 示我周行",表
1942,"公道者, 天下之所共而人君所以御世之大柄也.",策
1943,人皆可以爲堯舜,論
1944,"君子萬年, 永錫祚胤",賦
1945,"擬周燕饗賓客等, 進九如",表
1946,"傳曰 : 大德必得其壽. 壽者, 人之所難必於天, 而惟仁者則必壽, 此_大德之所以得之也.",策
1947,"曰若稽古帝堯, 曰放勳",賦
1948,"擬周卜人進非龍非_, 非熊非_之卜",箋
1949,"子曰 : 斯民也, 三代所以直道而行也",策
1950,首戴德,頌
1951,"擬虞朝_臣賀闢四門, 有一家氣像",表
1952,"天乃錫禹, 洪範九疇",賦
1953,"行夏之時, 乘殷之輅, 服周之冕, 樂則韶舞",賦
1954,留侯善藏其用,論
1955,泰帝興神鼎一,賦
1956,"擬宋程子謝_於對退諭以頻求對來, 欲常相見",表
1957,"五經者, 千古斯文之宗, 百王출治之本",策
1958,"議明堂, 巡狩, 服色",論
1959,"游夏, 一言一事, 摠是實",賦
1960,擬漢群臣賀董仲舒有儒者氣象,表
1961,有國則必有文獻。我東國文獻。其來亦遠矣。檀君肇闢而左海之書契未作。則年代國都。孰從而攷信。箕聖遠臨而中華之文敎始行。則詩書禮樂。果有所流傳歟。九疇之篇。全載周書。八條之敎。_見漢史。經史所載。日星萬古。則此固非一國之所私。而父師遺文。宗祖我東。則亦可稱我東之文獻歟。三韓以來。新羅最先。而刻木之信。_同結繩之政。則羅代以前。千室之都。百里之國。猶有名號之相傳。其果攷徵於何處。海東古記。蒐入三國之史。則前代之作者其誰歟。句麗留紀。百濟書紀。編載一代之典。則其帙之存者果幾歟。百濟之遺隣國者是何書。高麗之儲兩京者爲幾部。逸書之謂求百_種。博學之偸抄三百事。尙書八政下餘五十字。鄒經仁人下多二十字。海外異書。傳名於東域。先秦古書。見稱於中朝。鍼經一部。宋史記麗使之進。說苑完帙。陸老跋東國之本。東觀漢紀。應_寧之求。京氏周易。入元祐之朝。其書之存否。其事之疑信。皆可歷論歟。東國事蹟之錄編中國典籍者。周時則榮伯作肅愼之命。漢代則太史撰朝鮮之傳。唐宋之間。如三國通歷，東藩風俗，新羅國紀，鷄林類事。風俗之書。奉使之記。圖經表志。代有撰輯。人多著述。其纂集之詳_。論次之得失。亦可明辨歟。李勣忌書籍之不讓上都。_軾禁書史之流傳外國。然而河南易傳，紫陽集註。_卽來布。遂倡儒學。則我東文明之運。固非人力之可沮歟。薛弘儒口訣授經。崔文昌授徒設敎。織錦之頌。上下唐人。桂苑之檄。名動天下。則我東文章之盛。亦豈風氣之所係歟。大抵文者典籍也。獻者賢人也。紀績載實。必資簡策。稽德施功。所賴耆俊。而賢人之所施爲。典籍之所記載。是爲文獻通考續考之以文獻稱者也。居今而鑑古。由後而溯前者。非文獻無以援據證辨。故有國之所重。莫如是也。我東自堯戊辰周己卯後四三千年之間。各有一代之文獻。然檀箕以前。有若洪荒。羅濟之際。無異杞宋。及至我朝。聖明相承。治敎休明。右文摹周。崇儒邁宋。本源經術。廣布書籍。扶桑文明。載瓊山之編。刻木精良。發玄子之嘆。_範銅之印而遐僻皆蓄卷帙。具諺讀之解而婦孺亦知音義。經國原續典。至通編而大備。五禮續補儀。歷列祖而彌詳。寶鑑義同二典。備考例取三通。龍飛之歌。被之管絃。而比隆雅頌。實錄之編。藏之山川。而_美史記。奉琬琰於內閣。雲漢回光。列籤軸於兩_。奎壁昭輝。軍旅大成。壯__於三軍。輿地勝覽。該謠俗於八域。府曹皆有掌故。郡縣各備誌記。儒宗經師。著作成林。繡梓錦裝。藏蓄盈棟。則靑邱一國。可與中朝相等。而夫何挽近以來。舊_多湮。前_或佚。如治平要覽，訓民正音之戶可貯而人可授者。未見其多傳。如三國史，高麗史之文足信而事足徵者。亦未見俱完。__鮮久遠之藏。市肆滋散落之遺。古編之名。或多茫昧。前代之蹟。愈莫憑信。好古之家。有識之士。豈不慨惜而竊嗟乎。如欲使皆知尊閣之義。而俱得稽古之力。典籍無闕而傳信於萬世。文獻足徵而有光於天下。則其道何由。願聞其說。,策
1962,曰天子作民父母,賦
1963,"擬周郡臣賀武亂皆坐, 周召之治",箋
1964,"種之美, 而耕以時爲民之天, 爲國之寶者, 惟穀是已",策
1965,君子不出家而成敎於國,賦
1966,春塘臺,銘
1967,如南山之壽,賦
1968,"三壽作朋, 如岡如陵",賦
1969,過魯以太牢祀焉,賦
1970,易有太極,賦
1971,靑陽門,銘
1972,"祖述堯舜, 憲章文武, 上律天時, 下襲水土",賦
1973,不畏秦王而屈於廉頗,論
1974,太史奏曰下五色雲,賦
1975,"擬宋蔡齊謝諭以讀至公賦, 有安天下意, 此宰相器",表
1976,問。禮曰。君子比德於玉。德之可此者固多。而必取於玉者。其故何歟。詩言文王之玉相。傳稱孔聖之玉振。皆是比德之意。而曰相曰振之義。可得條陳歟。衛武之學。讚其琢磨。子貢之器。許以瑚璉。學之欲其琢磨。器之必稱瑚璉。果何意歟。或曰。容觀玉聲。或曰。山立玉色。聲與色之必貴乎玉者。亦由於比德而然歟。白圭可磨。戒存愼言。尺璧非寶。意在惜陰。其說皆可得聞歟。席上之珍。可見吾儒重聲價之稱。_中之_。實出聖門質行藏之意。亦可以一一推言歟。他山之可攻。固是進厥德之工。而匹夫之爲罪。胡異不去身之訓歟。磻溪之釣。雖爲聖人受命之符。秦庭之抱。反致弱國被兵之災何歟。洪範之稱玉食。箕子之歎玉杯。同是玉也。而義之不同何歟。君子之不寶金玉。古有其說。旣稱比德。而又曰。不寶者。何歟。大抵玉之爲物。有溫潤以澤之仁。有縝密以栗之智。其義焉廉而不_。其禮焉垂之如墜。之忠也之信也。無不畢具。六德咸著。一疵不存。是以古之君子。有取於斯。和順積中。英華發外。有若山之含輝。澤之自媚。佩飾焉在此。奉執焉惟是。溫如其姿。粹然其容。蔚有__圭璋之譽。_璨琬琰之光。此可見玉藻比德之效。而奈之何挽近以來。學士大夫或多衒以求_。恬不自守。不免燕石之混珍。_有荊璞之待價。子罕之不食。未聞其風。空谷之生芻。莫覩其人。有識之寒心。厥惟久矣。何以則使懷瑾握瑜之士。有砥名礪行之實。克保不_之操。勿貽無脛之譏。措一世於玉無瑕之域歟。今幸如玉之士。于于盈庭。須展切磋之學。毋或金玉爾音。,策
1977,漢高不追蕭何,論
1978,式克至于今日休,賦
1979,"擬唐堯群臣賀擧天地間, 盡在春風和氣中",表
1980,春秋綱目 : 問。古人云春秋經而史。綱目史而經。綱目之史而經者。豈非以其同符春秋也歟。賞善誅惡。合麟經與奪之權。微顯闡幽。契聖人筆削之旨者。皆可歷指而詳論歟。起端於威烈。果同於平王之托始。斷編於顯德。亦契於西狩之絶筆歟。春秋書春王正月。而綱目只書春正月。春秋大夫曰卒。而綱目不曰卒。春秋有不書卽位之例。而綱目皆書卽位。春秋有不書葬之例。而綱目皆書葬。書法之若是不同何歟。天王狩于河陽。公在乾侯。卽春秋特筆之最著。而綱目取法。見于何處。晉徵士陶潛。莽大夫楊_。卽綱目袞鉞之最大。而春秋已例。亦有可徵歟。荀彧之死。無異於投閣。而書法不同。范粲之節。不愧於採菊。而特書不及者何歟。此外比例之或同或異者。皆可詳論其旨義歟。(關公忠烈。從古罕_。而樊城之敗。書以邀斬者何歟。佛法東來。亂華攸始。而永平之紀。沒而不書者何歟。染跡僞朝同也。而狄梁公之卒。獨係於唐臣。捐軀危時一也。而堯君素之死。獨不書死之何歟。)繼蜀漢於漢統。盖正帝魏之失。而不許東周之繼周何歟。絶南唐於唐統。盖斥冒姓之僞。而獨予牛晉之繼晉何歟。凡此數者。擧皆準諸春秋而無所不合歟。書法發明等書。誰所論著。而可以匹美於公_諸傳耶。前編續編之撰。果出何人。而皆能有得於晦翁遺意歟。大抵春秋者。魯史之舊文。而一經夫子之刪述。遂爲萬世之通經。朱子卽孔子後一人也。因涑水之長編。遵素王之遺法。立綱以倣經。分目以倣傳。凡例謹嚴。(大義炳煥。)_是春秋之後編。而百代之龜鑑也。이하 내용 방목과 다름(추후 논의),策
1981,"其人如天, 其知如神, 就之如日, 望之如雲",賦
1982,"擬虞群臣賀景星出, 慶雲興",表
